GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,,,,0.4 [0.2-0.5],0.36954,0.24953,0.53842,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,,,,0.7 [0.4-0.9],0.65188,0.44064,0.92929,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,,,,0.2 [0.2-0.4],0.23860,0.15979,0.35034,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,,,,0.2 [0.1-0.3],0.20407,0.12060,0.33365,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,,,,0.5 [0.3-0.9],0.47824,0.27368,0.92284,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,,,,1.4 [0.9-2.6],1.41049,0.89675,2.59527,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,,,,1.5 [1.0-2.4],1.51929,1.03074,2.42825,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,,,,0.7 [0.4-1.4],0.70330,0.37361,1.39986,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,,,,0.7 [0.5-1.3],0.74710,0.48583,1.29320,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,,,,0.2 [0.1-0.3],0.17910,0.11284,0.27948,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,,,,0.8 [0.5-1.3],0.82943,0.53239,1.33863,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,,,,0.5 [0.3-0.9],0.46423,0.26050,0.90316,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,,,,1.5 [1.0-2.5],1.47896,0.96058,2.45736,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,,,,0.2 [0.2-0.3],0.22385,0.15165,0.32125,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,,,,1.9 [1.3-3.0],1.91697,1.30415,2.97261,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,,,,0.4 [0.2-0.5],0.35063,0.23374,0.51098,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,,,,0.7 [0.4-1.5],0.74923,0.41673,1.51582,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,,,,1.0 [0.7-1.7],1.02821,0.68121,1.71639,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,,,,1.3 [0.9-2.1],1.27175,0.85178,2.11060,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,,,,0.5 [0.3-0.9],0.50171,0.29879,0.94582,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,,,,1.2 [0.8-2.1],1.23557,0.82275,2.09299,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,,,,1.5 [1.0-2.5],1.47277,0.96256,2.45144,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,,,,0.5 [0.3-1.0],0.54381,0.34530,1.01275,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,,,,0.9 [0.6-1.6],0.87718,0.56092,1.55102,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,,,,0.2 [0.1-0.3],0.19584,0.11051,0.33602,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,,,,0.4 [0.2-0.9],0.44598,0.24019,0.85981,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,,,,0.2 [0.1-0.3],0.19953,0.13638,0.28233,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,,,,0.2 [0.1-0.3],0.21360,0.13070,0.34259,,,
SDGPOISON,Mortality rate attributed to unintentional poisoning (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4666,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,,,,0.8 [0.5-1.6],0.81036,0.47888,1.59205,,,
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5558,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,46,46.00000,,,,,
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5558,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,54,54.00000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS15-24,15-24 years of age,,BTSX,Both sexes,,,,,,,,14.1,14.08000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS15-24,15-24 years of age,,FMLE,Female,,,,,,,,12.4,12.45000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS15-24,15-24 years of age,,MLE,Male,,,,,,,,15.7,15.72000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS25-34,25-34 years of age,,BTSX,Both sexes,,,,,,,,12.8,12.77000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS25-34,25-34 years of age,,FMLE,Female,,,,,,,,7.3,7.34000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS25-34,25-34 years of age,,MLE,Male,,,,,,,,18.9,18.91000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS35-44,35-44 years of age,,BTSX,Both sexes,,,,,,,,13.2,13.18000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS35-44,35-44 years of age,,FMLE,Female,,,,,,,,6,6.01000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS35-44,35-44 years of age,,MLE,Male,,,,,,,,21.1,21.11000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS45-54,45-54 years,,BTSX,Both sexes,,,,,,,,17.1,17.14000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS45-54,45-54 years,,FMLE,Female,,,,,,,,5.3,5.30000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS45-54,45-54 years,,MLE,Male,,,,,,,,29.6,29.65000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS55-64,55-64 years,,BTSX,Both sexes,,,,,,,,21.9,21.93000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS55-64,55-64 years,,FMLE,Female,,,,,,,,5.3,5.34000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS55-64,55-64 years,,MLE,Male,,,,,,,,40.8,40.83000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS65-74,65-74 years,,BTSX,Both sexes,,,,,,,,32.4,32.42000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS65-74,65-74 years,,FMLE,Female,,,,,,,,9.4,9.38000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS65-74,65-74 years,,MLE,Male,,,,,,,,61.6,61.63000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS75-84,75-84 years,,BTSX,Both sexes,,,,,,,,38.9,38.87000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS75-84,75-84 years,,FMLE,Female,,,,,,,,12.1,12.05000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS75-84,75-84 years,,MLE,Male,,,,,,,,81.1,81.06000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS85PLUS,85+ years of age,,BTSX,Both sexes,,,,,,,,43.4,43.44000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS85PLUS,85+ years of age,,FMLE,Female,,,,,,,,15.4,15.36000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS85PLUS,85+ years of age,,MLE,Male,,,,,,,,88.9,88.92000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS15-29,15-29  years,,BTSX,Both sexes,,,,,,,,13.9,13.91000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS15-29,15-29  years,,FMLE,Female,,,,,,,,10.9,10.90000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS15-29,15-29  years,,MLE,Male,,,,,,,,17,17.03000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS15-19,15-19 years,,BTSX,Both sexes,,,,,,,,11.6,11.63000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS15-19,15-19 years,,FMLE,Female,,,,,,,,11.3,11.33000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS15-19,15-19 years,,MLE,Male,,,,,,,,11.9,11.94000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS30-49,30-49 years of age,,BTSX,Both sexes,,,,,,,,13.4,13.37000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS30-49,30-49 years of age,,FMLE,Female,,,,,,,,6.2,6.17000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,LKA,Sri Lanka,,YEARS30-49,30-49 years of age,,MLE,Male,,,,,,,,21.4,21.35000,,,,,
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5558,,,,PUBLISHED,Published,,2020,2020,,SEAR,2020,2020,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,62,62.00000,,,,,Electronic State-Parties Self Assessment tool Annual Reporting October 2021
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,CITY,Cities,,,,,26.49 [19.99-34.19],26.48782,19.99119,34.18812,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOTL,Total,,,,,24.99 [18.32-34.24],24.99107,18.32398,34.24055,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,RUR,Rural,,,,,24.20 [17.14-34.00],24.20067,17.14079,33.99866,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOWN,Towns,,,,,23.95 [17.40-32.69],23.95402,17.40167,32.69179,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,URB,Urban,,,,,25.97 [19.55-34.02],25.97038,19.54825,34.01745,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,CITY,Cities,,,,,24.58 [19.03-32.49],24.58182,19.03284,32.48924,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOTL,Total,,,,,23.21 [17.20-31.34],23.20591,17.20342,31.34492,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,RUR,Rural,,,,,22.48 [16.01-30.75],22.47702,16.00819,30.75461,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOWN,Towns,,,,,22.27 [16.68-29.90],22.26765,16.68485,29.89874,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,URB,Urban,,,,,24.11 [18.61-32.15],24.10941,18.61461,32.14895,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,CITY,Cities,,,,,26.11 [20.34-34.31],26.10922,20.34278,34.30995,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOTL,Total,,,,,24.61 [18.14-33.64],24.60746,18.13724,33.64440,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,RUR,Rural,,,,,23.81 [16.77-33.12],23.81002,16.76962,33.11873,,,
