GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,0.004685756,0.00469,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,0.007393798,0.00739,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,0.011586652,0.01159,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,0.015340813,0.01534,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,2036.627058,2036.62706,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,2492.844789,2492.84479,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,3432.880935,3432.88094,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,4423.783067,4423.78307,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,962.626485,962.62649,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,1190.44664,1190.44664,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,1632.35313,1632.35313,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,2371.178894,2371.17889,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,950.4732788,950.47328,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,1843.355304,1843.35530,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,1673.929959,1673.92996,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,1435.782871,1435.78287,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,2015,2015,Lower-middle-income,,LKA,Sri Lanka,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,135.8325923,135.83259,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,2015,2015,Lower-middle-income,,LKA,Sri Lanka,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,110.182054,110.18205,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,2015,2015,Lower-middle-income,,LKA,Sri Lanka,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,136.5444713,136.54447,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,2015,2015,Lower-middle-income,,LKA,Sri Lanka,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,473.2578908,473.25789,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,2015,2015,Lower-middle-income,,LKA,Sri Lanka,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,20843.03123,20843.03123,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGELT1,<1 year,,MLE,Male,,,,,,,,657.1248101,657.12481,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,111.5867366,111.58674,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,78.83506708,78.83507,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,19279.63721,19279.63721,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,16977.47239,16977.47239,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,20147.76043,20147.76043,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGELT1,<1 year,,FMLE,Female,,,,,,,,1330.574515,1330.57452,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,4082.304981,4082.30498,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,7338.64633,7338.64633,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,11343.15069,11343.15069,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,13465.42494,13465.42494,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,18607.00867,18607.00867,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,2103.238259,2103.23826,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,2619.110214,2619.11021,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,3994.955484,3994.95548,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,6689.607441,6689.60744,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,737.15374,737.15374,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,1151.105596,1151.10560,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,1656.887566,1656.88757,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,2450.779001,2450.77900,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,2015,2015,Lower-middle-income,,LKA,Sri Lanka,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,301.6263929,301.62639,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,2015,2015,Lower-middle-income,,LKA,Sri Lanka,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,389.0655277,389.06553,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,2015,2015,Lower-middle-income,,LKA,Sri Lanka,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,557.1051853,557.10519,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,2015,2015,Lower-middle-income,,LKA,Sri Lanka,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,909.0652229,909.06522,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,201.6194754,201.61948,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,275.4507674,275.45077,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,245.1477746,245.14777,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,269.04845,269.04845,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,226.2825493,226.28255,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,218.953419,218.95342,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,699.1278058,699.12781,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,1227.17554,1227.17554,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,1176.172725,1176.17273,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,200.0196327,200.01963,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,183.4441372,183.44414,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,188.6886676,188.68867,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,13710.61523,13710.61523,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,15180.00335,15180.00335,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,LKA,Sri Lanka,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,27042.53926,27042.53926,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,1007.621979,1007.62198,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,163.2367191,163.23672,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,7827.75924,7827.75924,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,13233.57376,13233.57376,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,14461.67193,14461.67193,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,LKA,Sri Lanka,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,14892.66297,14892.66297,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,2015,2015,Lower-middle-income,,LKA,Sri Lanka,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,3500.777486,3500.77749,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,2015,2015,Lower-middle-income,,LKA,Sri Lanka,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,5096.935181,5096.93518,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,2015,2015,Lower-middle-income,,LKA,Sri Lanka,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,6850.085372,6850.08537,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,WB_LMI,2015,2015,Lower-middle-income,,LKA,Sri Lanka,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,12296.83722,12296.83722,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,0.001123249,0.00112,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,0.205056331,0.20506,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,0.341808025,0.34181,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,0.457302786,0.45730,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,WB_LMI,2019,2019,Lower-middle-income,,LKA,Sri Lanka,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,1,1.00000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,0.046007295,0.04601,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,0.086694622,0.08669,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,LKA,Sri Lanka,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,0.146721542,0.14672,,,,,
